CODE,Q1,A1,P/F,Q2
21,마이스 산업이 주목받는 이유를 설명해 주세요.,"마이스는 다른 분야에 비해 경제적인 파급효과가 매우 크기 때문에 성장 잠재력이 높은 신규 산업의 하나로 주목받고 있습니다. 또 최근 활발해진 국제 경제 교류로 마이스를 활용한 비즈니스가 활성화되고 있으며, 멀티지식산업으로 고용 창출과 경제적 파급효과가 크게 나타나고 있습니다.",P,멀티 지식 산업에 대해 설명해 주세요.
21,마이스 산업이 주목받는 이유를 설명해 주세요.,"마이스가 새로운 고부가가치 산업으로 인식됨에 따라 관광산업과 보다 유기적으로 연계해야 할 필요성은 지속적으로 증가하고 있습니다. 관광산업의 관점에서 보면 마이스 방문객은 회의나 전시회에 참가하는 것 외에 추가적인 관광과 이와 관련된 소비 지출, 비즈니스, 경제 활동 등 다양한 파급효과를 기대할 수 있습니다.",P,마이스와 관광산업의 관계에 대해 설명해 주세요.
21,마이스 산업이 주목받는 이유를 설명해 주세요.,"현재 세계 각국은 마이스의 높은 수익성과 경제 효과에 관심을 표명하면서 국가 전략산업으로 육성, 지원하기 위해 대규모의 컨벤션 시설과 전시장을 건설하거나 국가 차원의 유치 활동을 적극적으로 전개하고 있습니다. 특히 싱가포르와 홍콩을 비롯한 동남아 지역은 정부가 예산 지원, 세제 감면, 시설 투자 등의 지원을 통해 마이스 산업 진흥을 도모하고 있습니다.",P,싱가포르가 마이스 산업에 큰 지원을 하는 이유를 설명해 주세요.
21,마이스 산업이 주목받는 이유를 설명해 주세요.,마이스 산업이 주목받는 이유는 가장 부가가치가 낮으면서 비용이 많이 들기 때문입니다. 비용문제를 해결하면 더 고단위의 산업으로 발전 가능성이 있어 더더욱 한국에서 주목받고 있습니다.,F,
21,마이스 산업이 주목받는 이유를 설명해 주세요.,"마이스 산업이 주목받는 것은 개발도상국에 국한되어 있습니다. 개발도상국이 선진국으로 나아가기 위한 여러 시도 중 하나로 마이스 산업이 주목받고 있지만, 아직은 효과가 미미한 실정입니다.",F,
21,마이스 산업이 주목받는 이유를 설명해 주세요.,"마이스 산업은 차세대 육아 용품 시장으로 더더욱 주목을 받고 있습니다. 애초에 마이스 산업이 태동한 것도 육아용품 박람회였기 때문에, 출산율이 더더욱 올라가고 있는 한국에서 주목받는 산업입니다.",F,
21,박람회에 대해 설명해 주세요.,박람회는 ‘전시회의 꽃’이나 ‘정보 · 문화 · 교류의 장’으로 표현될 정도로 파급효과와 부가가치가 높습니다. 개최지나 개최국은 전 세계의 주목을 받는 만큼 사회 전반에 걸쳐 박람회 개최에 따른 영향을 크게 받습니다. 최근 들어 친환경주의를 표방하는 등 대외 환경이 급속히 변화함에 따라 주제의 다양화가 진행되고 있습니다.,P,박람회의 주제의 다양화에 대해 예제를 들어 설명해 주세요.
21,박람회에 대해 설명해 주세요.,"박람회를 지칭하는 말에는 만국박람회, 세계박람회, 국제종합박람회 등 다양한 표현이 있습니다. 또한 개최하는 나라에 따라서도 명칭이 다릅니다. 미국에서는 ‘월드 페어’라고 하고, 영국에서는 ‘월드 엑스포지션’, 프랑스에서는 ‘렉시비션 인터내셔날레라고 부릅니다다. 일반적으로 박람회는 대규모로 열리며 ‘엑스포지션’이라는 용어를 사용합니다.",P,박람회가 대규모로 열리는 이유를 설명해 주세요.
21,박람회에 대해 설명해 주세요.,"박람회는 기본적으로 물품의 매매와 교환이 이루어지는 것 외에 교류의 장소로서 다양한 정보를 전달하고 수집하는 기능이 더 확대된 개념입니다. 또한 박람회는 일반적으로 인류의 이해와 복지 향상과 관련된 주제를 가지고 세계의 문화, 문명의 교류와 융합을 목적으로 세계의 주요 도시에서 2~3년마다 개최되는 대규모 전시회를 지칭합니다.",P,박람회의 교류의 장소 역할에 대해 설명해 주세요.
21,박람회에 대해 설명해 주세요.,"박람회는 과거에는 주제가 다양했으나, 현재에 들어오며 주제가 획일화된 경향이 있습니다. 현재는 ADEX와 같은 무기 박람회에만 국한되어 열리고 있고, 규모도 군수 기업위주로 개최됩니다.",F,
21,박람회에 대해 설명해 주세요.,"한국에서도 다양한 박람회가 개최되었는데, 가장 최근에는 2020년에 대구에서 개최된 국제 섬유 박람회가 있습니다. 코로나에도 불구하고 100% 현장 박람회로 개최된 특징이 있습니다.",F,
21,박람회에 대해 설명해 주세요.,"박람회는 21세기에 들어 새로 생긴 신조어로서, 그 전에는 없던 단어 입니다. 2000년대에 이르러 항공 산업의 발달로 국가간 교류가 자유로워지면서 가능해진 문화로 지금은 활발히 진행중입니다.",F,
21,박람회의 분류에 대해 설명해 주세요.,"국제박람회는 BIE 규정에 의해 일반 박람회와 특별 박람회로 구분됩니다. 국제박람회는 BIE에서 제정된 관련 협약에 의해 일반박람회와 특별박람회로 분류됩니다. 또 세계 각국의 주요 물품을 모아 전시하는 세계박람회에서부터 지역적으로는 지방 박람회, 전국 박람회, 국제박람회가 있습니다.",P,BIE에 대해 설명해 주세요.
21,박람회의 분류에 대해 설명해 주세요.,근래에 이르러서는 BIE 공인 규정을 기준으로 국제 공인 박람회와 비공인 박람회로 분류하고 있습니다. 이 중 공인 박람회는 또 다시 등록 박람회와 인정 박람회로 구분됩니다. 즉 인간과 문화 또는 이와 관련된 모든 주제를 다루는 등록 박람회와 이보다는 제한되고 구체적인 분야의 테마를 설정해 개최되는 인정 박람회로 구분하고 있습니다.,P,인정 박람회에 대해 설명해 주세요.
21,박람회의 분류에 대해 설명해 주세요.,"공인과 비공인은 우선 규모에서 큰 차이가 납니다. 비공인 박람회는 대부분 시나 군 등 중소도시에서 개최되며 지역 특산물이나 관광자원, 또는 상품 판매 등을 목적으로 임의로 자유롭게 개최됩니다. 그러나 국제적으로 공인받지 못한 만큼 해외 홍보에는 많은 제약이 따르며 전시 과정에서도 한국관, 일본관 같은 국가관 명칭을 쓸 수 없습니다.",P,공인 박람회에 비공인 박람회를 비교해서 설명해 주세요.
21,박람회의 분류에 대해 설명해 주세요.,"박람회는 일반 박람회만 존재합니다. 일반 박람회는 단순한 물품을 파는 것으로 단순한 생필품을 파는데 그칩니다.그 외의 박람회도 명칭만 다르지 일반 박람회에 속하고, 물품만 간단히 달라지는 것이 특징입니다.",F,
21,박람회의 분류에 대해 설명해 주세요.,"박람회는 누구나 개최할 수 있다는 것이 특징입니다. 사업자 등록만 정상적으로 한다면 아무나 박람회에 등록할 수 있고, 홍보 가능한 품목도 상당히 자유롭게 선정할 수 있는 것이 특징입니다.",F,
21,박람회의 분류에 대해 설명해 주세요.,"공인과 비공인으로 나뉘는 경우가 있지만, 비공인 박람회에 따로 제한은 없습니다. 자유롭게 해외 홍보도 할 수 있으며, 품목에 따라서는 한국을 대표하는 물품이라면 한국이라는 국가 명칭도 사용 가능합니다.",F,
21,관광사업에 대해 설명해 주세요.,"관광을 정의함에 있어 관광자가 일상 거주지를 떠나서 소득창출을 제1목적으로 하지 않고, 1박 이상 일시 체류하여 자유로운 활동을 하는 현상으로 관광객, 관광출발지, 경유지, 관광목적지 그리고 관광산업이라는 요소들의 시스템이라고 봅니다. 관광은 다양한 환경에 의해 영향을 받습니다.",P,경유지에 대해 설명해 주세요.
21,관광사업에 대해 설명해 주세요.,"관광사업은 관광기업과 관광행정으로 나뉩니다. 특히 정부가 관광사업에 직간접적으로 개입, 지원, 조정, 규제하는 이유는 관광과 관광사업이 국가의 공공적 성격을 띠고 있기 때문입니다. 관광대상은 관광상품, 관광자원, 관광서비스 등으로 구성됩니다. 관광객의 체험이라는 것은 개별 관광요소에 대한 종합이므로 이러한 역할을 할 수 있는 기업이 필요한데 주로 여행사가 있습니다.",P,관광해정에 대해 설명해 주세요.
21,관광사업에 대해 설명해 주세요.,"관광사업은 관광의 주체인 관광객과 관광이 객체인 관광자원을 연결시키는 사업들의 총합입니다. 관광기업은 다양하게 나타나는데 관광의 준비단계에서 여행사, 이동단계에서 항공기업 및 크루즈, 체제단계에서는 호텔, 레스토랑, 리조트, 테마파크 등이 있습니다, 그러나 관광객의 구매를 자극하기 위해 관광매력을 창출하는 기능의 공통점이 있습니다.",P,관광매력에 대해 설명해 주세요.
21,관광사업에 대해 설명해 주세요.,"관광사업은 자유롭게 관광객이 돌아다니는 것을 의미합니다. 특히 가이드가 대표적인 관광용어인데, 최근에는 가이드와 같이 돌아다니는 상품이 각광을 받고 있습니다. 자유여행은 주목도가 떨어졌습니다.",F,
21,관광사업에 대해 설명해 주세요.,대한민국에서 관광사업을 주관하는 부처는 통일부입니다. 통일부에서 주관하는 관광사업으로는 평양관광과 개성관광이 있습니다. 이러한 관광사업을 필두로 다양한 남북관광사업이 진행중입니다.,F,
21,관광사업에 대해 설명해 주세요.,"전 세계적으로 사양사업에 가까우며, 최근 코로나로 인해 더 위축된 사업이기도 합니다. 관광사업이 위축된 원인으로는 고유가와 항공 수요의 감소가 있습니다. 이를 해결하기 위한 대안으로 크루즈사업이 등장했습니다.",F,
21,관광이 지역사회에 미치는 영향에 대해 설명해 주세요.,"독일의 학자 그뤽스만은 관광을 체재지역에 일시적으로 머무는 사람과 지역주민간의 관계로 정의하고 있습니다. 그의 연구는 관광을 관광자와 지역주민의 만남 및 교류에서 발생되는 관광의 사회, 문화적 영향의 측면에서 이루어지고 있는데 관광과 지역사회의 제 관계의 중요성을 지적하고 있습니다.",P,체재지역에 대해 설명해 주세요.
21,관광이 지역사회에 미치는 영향에 대해 설명해 주세요.,"관광이 지역사회에 끼치는 긍정적 효과로는 다음과 같은 점 등을 들 수 있습니다. 지역의 관광관련 산업 발전, 고용증대에 따른 지역민 소득증대, 지역의 전반적인 경제적 기여, 지역의 대외적 이미지 향상으로 인한 지역민의 지역에 대한 자부심, 지역의 전통문화의 재발견과 재해석, 지역의 유휴자원의 재활용 입니다.",P,지역사회의 유휴 자원의 재활용에 대해 설명해 주세요.
21,관광이 지역사회에 미치는 영향에 대해 설명해 주세요.,"관광이 지역사회에 끼치는 부정적 효과로는 다음과 같은 점을 들 수 있습니다. 생태환경파괴, 전통문화파괴 및 상업화, 전통적 질서와 규범의 파괴, 각종 공해유발, 대규모 관광시설 유치를 위한 외부의 거대자본 등에 의한 지역의 전통산업이나 중소상권의 잠식 등으로 인한 지역민의 상대적 박탈감입니다.",P,지역민의 상대적 박탈감에 대해 설명해 주세요.
21,관광이 지역사회에 미치는 영향에 대해 설명해 주세요.,"관광에는 부정적 효과만 존재합니다. 최근에는 더욱더 부정적인 효과가 주목받고 있습니다. 부정적 효과로는 관광지의 자연훼손뿐만아니라, 관광객들이 거주지에서 야기하는 소음도 있습니다.",F,
21,관광이 지역사회에 미치는 영향에 대해 설명해 주세요.,"관광이 지역경제에 긍정적으로 미치는 영향도 있습니다. 우선 지역경제의 소비가 증진되게 되고, 동시에 대외적 이미가 증가합니다. 마찬가지로 적당한 관광지의 소음은 삶의 질 향상에 도움이 됩니다.",F,
21,관광이 지역사회에 미치는 영향에 대해 설명해 주세요.,"관광이라는 단어는 21세기에 와서 처음 등장한 단어로, 지역사회에 미치는 영향은 아직 연구된바가 없습니다. 현재 연구가 이루어지고 있으나, 코로나로 인해 관광 사업이 중지된 이후로 알려진 바가 없는 상태입니다.",F,
21,착한 관광 또는 공정한 관광에 대해 설명해 주세요.,"관광지에서의 관광객이 경제적, 환경적, 사회적 측면에서의 부정적 영향을 최소화하고, 보다 적극적으로 지역민의 경제적 이득과 행복을 구현하는 관광형태입니다. 지역민이 공감할 수 있는 자원 그리고 방문객과 지역민이 함께 공감하고 교감할 수 있는 자원이야말로 가장 매력적인 관광자원이 될 수 있습니다.",P,부정적 영향을 최소화하기 위한 방안을 설명해 주세요.
21,착한 관광 또는 공정한 관광에 대해 설명해 주세요.,"관광지를 만들기보다는 사람과 사람간의 소통의 공간을 만드는 것으로 지역민의 명소, 커뮤니티 중심지가 곧 방문객을 위한 공간이라고 볼 수 있습니다. 관광지를 만들기보다는 소통의 공간과 자원을 만드는 것이 중요합니다. 지금 있는 좁은 골목길, 가파른 계단, 마을 중심지 등을 어떻게 활용하고 해석할 것인지에 대한 연구가 필요합니다.",P,지역민의 명소가 관광지로 개발될 수 있다는 의미에 대해 설명해 주세요.
21,착한 관광 또는 공정한 관광에 대해 설명해 주세요.,최근 관광산업은 방문자경제라는 관점에서 새롭게 조명되고 있습니다. 정주인구의 감소로 인해 지역경제 활성화에 방문자 경제는 새로운 활로를 찾을 수 있는 기회이기도 합니다. 이러한 방문자경제가 이루어지기 위해서는 관광객의 방문과 소비는 반드시 그 지역 내에 일정부분 흡수될 수 있는 시스템이 만들어져야 합니다.,P,방문자 경제에 대해 설명해 주세요.
21,착한 관광 또는 공정한 관광에 대해 설명해 주세요., 착한 관광은 심리학적으로 착하다고 판명된 사람들이 주로 참여하는 관광입니다. 심리 검사 결과에 따라 관광의 종류가 달라지게 됩니다. MBTI가 신뢰도 높은 검사 도구로 활용되고 있습니다.,F,
21,착한 관광 또는 공정한 관광에 대해 설명해 주세요.,"착한 관광은 18세기에 대두된 개념으로, 거주지에 사는 사람들의 행복을 최우선적으로 생각하여 진행하는 관광입니다. 특히나 관광지에서 야기하는 소음등을 최소화하는 것에 주안점을 둡니다.",F,
21,착한 관광 또는 공정한 관광에 대해 설명해 주세요.,공정한 관광은 가이드와 손님 모두가 이득이 되는 관광을 의미합니다 .이 과정에서 관광지에 거주하는 주민은 중요한 대상이 아닙니다. 손님이 내는 비용의 절반을 가이드에게 돌려주는 관광을 의미합니다.,F,
21,관광 마케팅의 개념 및 정의에 대해 설명해 주세요.,관광마케팅이란 관광을 대상으로 하는 마케팅이라고 할 수 있습니다.  관광객의 욕구와 관광기업의 교환을 실현하고 상호 간에 윈윈 관계를 유지하게끔 하는 것입니다. 여행이라는 지극히 개인적인 활동과 비경제적인 활동이 상품화되어 사고파는 대상이 되면서부터 관광마케팅이 본격화되었다고 볼 수 있습니다.,P,관광객과 관광기업의 관계에 대해 설명해 주세요.
21,관광 마케팅의 개념 및 정의에 대해 설명해 주세요.,"국제연합 세계관광기구는 관광마케팅이란 ‘최대한의 편익을 얻으려는 관광조직의 목적에 부합하기 위해 관광수요의 측면에서 시장, 예측, 선택을 통해서 자사의 관광상품을 시장에서 가장 좋은 위치에 차지하도록 노력하는 경영철학’이라고 하였습니다. 마르코 폴로의 동방견문록은 일종의 의도하지 않은 마케팅 서적 입니다.",P,국제연합 세계관광기구에 대해 설명해 주세요.
21,관광 마케팅의 개념 및 정의에 대해 설명해 주세요.,"관광마케팅의 대상을 보다 구체화하면 관광목적지마케팅, 숙박마케팅, 여객운송마케팅, 관광명소마케팅, 관광지경관 패키지상품마케팅 등으로 나누어집니다. 관광산업이 국가 혹은 특정지역에 미치는 영향이 지대하므로 관광마케팅의 주체가 국가 혹은 지방자치단체가 되기도 합니다.",P,패키지 상품에 대해 설명해 주세요.
21,관광 마케팅의 개념 및 정의에 대해 설명해 주세요.,"관광마케팅은 의료 관광 마케팅을 지칭하는 것으로, 병원을 돌아다니며 관광하는 것을 의미합니다. 이를 상품과 결합했을 시에 관광 마케팅이라 부르게 되며, 의료 관광과 동일한 개념입니다.",F,
21,관광 마케팅의 개념 및 정의에 대해 설명해 주세요.,"관광마케팅을 증진시키는 방안 중 하나로는 서적이 있습니다. 서적에 등장하는 마을에 여행을 떠나는 사람이 있기도 했는데, 실제로 무진기행이 출판되고 난 이후에 한국의 도시 무진에는 많은 관광객이 오갔습니다.",F,
21,관광 마케팅의 개념 및 정의에 대해 설명해 주세요.,"국제적으로는 아직 정립되지 않은 용어이며, 한국에서만 사용되는 개념이기도 합니다. 점차 한국에서 외서로 번역이 되며 세계적으로 소개가 되어, 지금은 미국을 비롯한 많은 나라에서 사용을 시도하고 있습니다.",F,
21,관광 마케팅의 특성을 설명해 주세요.,관광상품은 관광객 입장에서 볼 때 떠나기 전에는 눈에 보이지 않는 아련한 기대이며 다녀와서는 점차 사라져가는 기억입니다. 따라서 관광상품은 무형적 성격을 가지게 되며 관광객 개인에 의해 주관적으로 구성되기 때문에 표준화가 어렵습니다. 더욱이 관광상품은 단일 항목으로 구성되는 것이 아니라 복합성을 보입니다.,P,관광상품의 무형적 성격에 대해 설명해 주세요.
21,관광 마케팅의 특성을 설명해 주세요.,"관광지에서 관광객은 이방인이기 때문에 위험하고도 불편한 속성을 가진 여행을 안전하고 편하게 지역주민의 도움을 받아야 하는데 관광기업 이를 대신해 주고 있습니다. 현지 여행사와 가이드를 길을 찾아주는 안내자이자 문화적 중개자라 부르는 것은 이들의 관광객과 현지를 이어주는 역할, 즉 상호작용에 따라 구매한 관광상품의 품질 혹은 관광객의 만족이 결정되기 때문입니다.",P,가이드의 문화적 중개자의 역할에 대해 설명해 주세요.
21,관광 마케팅의 특성을 설명해 주세요.,관광마케팅이 어려운 점은 구매 시점과 소비 시점이 상당히 격리되어 있다는 것입니다. 즉 여행사의 상품광고를 보고 구매결정 후 돈을 입금한 후에 때로는 현지까지 상당기간을 기다려야 합니다. 더욱이 상품이 희소하거나 좋은 가격으로 구매하려면 이와 같은 시간적 희생이 무엇보다도 두드러집니다.,P,관광의 구매시점과 소비시점에 대해 설명해 주세요.
21,관광 마케팅의 특성을 설명해 주세요.,"관광 마케팅은 다른 영역보다 입소문이 느린 마케팅에 속합니다. 입소문보다는 팜플렛, 서적과 같은 전통 매체가 여전히 유효한 영역이기도 하며, 최근에 인터넷으로 시도했으나 아직 성공을 거두지 못했습니다.",F,
21,관광 마케팅의 특성을 설명해 주세요.,"가장 대표적인 관광 마케팅의 시작은 가이드 마케팅이었습니다. 가이드가 통역을 담당하며 기본적으로 관광지에 대한 안내를 해주는 방식이었으며, 가이드의 역할은 갈수록 커지고 있습니다.",F,
21,관광 마케팅의 특성을 설명해 주세요.,"관광지에서 관광객은 상당히 환영받는 존재입니다. 현재는 배낭여행을 위시한 개인 관광도 활발히 개발이되어, 사실상 가이드가 주도하는 관광 마케팅은 시장에서 완전히 사장된 상태입니다.",F,
21,관광 개발의 유형을 주체 기준으로 설명해 주세요.,"공공주도형 관광개발은 국가나 지방자치단체 또는 한국관광공사 등에서 직·간접적으로 개발의 주체가 되어, 공공성과 국토개발 및 관광자원의 효율적인 보존이 강조되면서 일반 국민 대중을 위한 시설을 많이 설치하게 되며, 영리적인 시설보다는 공익성 우선의 기반시설 설치가 개발사업의 주요 내용입니다.",P,관광자원의 효율적 보존에 대해 설명해 주세요.
21,관광 개발의 유형을 주체 기준으로 설명해 주세요.,"민간주도형 관광개발이란 관광사업을 위한 기업 또는 개인이 주로 영리를 목적으로 토지를 확보하여 관광객이 이용할 수 있는 시설을 설치하여 그를 이용하게 하고 그 대가를 받는 것을 말합니다. 민간주도형 관광개발은 개발규모에 따라 다르겠지만 토지를 완전히 매입하여 개발하게 되므로 개발 후의 부동산에 대한 개발이익을 독점하게 되며, 자금조달도 그에 맞추어 수지타산을 염두에 두고 조달하게 됩니다.",P,민간주도형 관광개발에서 자금조달의 중요성을 설명해 주세요.
21,관광 개발의 유형을 주체 기준으로 설명해 주세요.,"지역주민 공동주도형 관광개발은 개발대상지역의 토지를 소유한 지역주민을 중심으로 지역주민과 공동으로 투자하기 위해 조합이나 협회를 구성하여 개발하는 방식입니다. 이는 지역주민이나 단체의 자주적 개발이라는 의의가 있지만 개발자금조달이나 기술, 개발에 수반되는 모든 위험을 지역주민이 부담해야 하는 어려움이 따릅니다.",P,조합과 협회에 대해 설명해 주세요.
21,관광 개발의 유형을 주체 기준으로 설명해 주세요.,"관광 개발의 대표적인 주체는 마을 공동체가 있습니다. 마을 원로를 대표하여 모두가 합심하여 관광지를 만드는 것으로, 만장일치제로 진행된다는 가장 큰 특징이 있습니다. 가장 기본적인 유형입니다.",F,
21,관광 개발의 유형을 주체 기준으로 설명해 주세요.,"관광 개발은 국가 주도, 민간 주도로 크게 나눌 수 있습니다. 국가 주도에서 진행하는 것은 재정기획부가 주도하며, 재정기획부가 마련한 예산안을 바탕으로 관광 개발이 이루어지게 됩니다. ",F,
21,관광 개발의 유형을 주체 기준으로 설명해 주세요.,"관광 개발 유형의 주체 중 하나로 민간이 있습니다. 민간 주도의 관광 개발은 수익보다는 공익성을 띄고 있으며, 자연스럽게 지역 상품 개발 혹은 지역 특화 산업에 치중하여 보다 다양한 관광 개발을 목표로 합니다",F,
21,지역 축제에 대해 설명해 주세요.,"지역 축제는 자치단체 단위에서 개최되는 모든 종류의 축제, 즉 행사의 명칭에 축제, 축전, 문화제, 예술제 등 축제를 의미하는 명칭을 사용하며 행사 개최 시기가 정례적 주기성을 띠며 행사의 참가자가 지역을 범주로 집단성을 띠며 행사의 종류가 복합성을 보여주는 프로그램으로 이루어진 문화행사를 지칭합니다.",P,지역 축제의 정례적 주기성 특성에 대해 설명해 주세요.
21,지역 축제에 대해 설명해 주세요.,"지역 축제는 소재에 따라 문화예술축제, 전통문화 축제, 지역 특산물 축제, 지역특성화 축제, 생태 자연 축제 등으로 나눌 수 있습니다. 지역 축제는 지역민들에게 지역의 정체성에 대한 재인식, 지역 공동체 의식을 함양, 여가 활용의 기회를 제공함으로서 자부심과 긍지를 주며 더 나가 지역의 대외적인 이미지 개선하는 효과가 있습니다.",P,생태 자연 축제의 예제를 설명해 주세요.
21,지역 축제에 대해 설명해 주세요.,"축제가 관광과 연관이 되면 역시 특수 관심 관광으로 분류됩니다. 축제는 관광객을 끌어들이는 집객효과를 낳고 있는데 관광의 성수기를 연장하고, 역동적이며 체험의 요소를 원하는 참가객의 요구를 맞출 수 있습니다. 또한 대규모 관광 개발이 아니라 소프트웨어적인 요소가 주를 이룸으로써 비용절감의 효과가 있습니다.",P,특수 관심 관광에 대해 설명해 주세요.
21,지역 축제에 대해 설명해 주세요.,지역 축제는 자치단체가 개최하는 것으로 가장 이상적인 축제로는 지역 주민을 배제하고 관공서 주도로 진행되는 것입니다. 효율성을 추구하는 것이 지역 축제의 최우선 목표이기 때문입니다.,F,
21,지역 축제에 대해 설명해 주세요.,"가장 대표적인 지역 축제로는 부산의 치맥축제가 있습니다. 삼일 동안 모든 도시의 사람들이 무료로 치킨과 맥주를 마실 수 있으며, 해당 기간에는 특정 도로에서의 차량 통행이 금지되게 됩ㄴ디ㅏ.",F,
21,지역 축제에 대해 설명해 주세요.,"해외에서도 지역 축제는 유명하며 특히 독일의 토마토 축제가 유명합니다. 베를린의 한 복판에서 시민들은 트럭으로 운송된 토마토를 던지게 되며, 먹기도 하고 던지기도 하고, 축제를 즐깁니다.",F,
21,마일리지 서비스에 대해 설명해 주세요.,"한 항공사의 비행기를 이용하여, 일정 거리를 여행하면 보너스로 일정거리의 항공권을 무료로 주는 항공사의 판촉 프로그램을 말합니다. 초기에는 단순한 여행거리만을 합산했는데 최근 들어 은행이나 카드회사 등 금융기관과 제휴해 예금이나 환전액, 카드 사용실적에 따라 점수를 더해줍니다.",P,판촉 프로그램에 대해 설명해 주세요.
21,마일리지 서비스에 대해 설명해 주세요.,"최근에는 백화점, 통신사, 정유사 등 대부분의 업체들이 고객들의 구입액이나 서비스 이용료 점수를 통한 여러 가지 보상을 통해 자체의 고정고객을 확보하기 위한 방편으로도 사용하고 있습니다. 하지만 대표적인 마일리지 제도인 항공의 경우 좌석과 사용 시기에 대한 제한으로 소비자에 대한 불공정 거래라는 지적도 나오고 있습니다.",P,마일리지 프로그램이 불공정 거래라고 불리는 이유를 설명해 주세요.
21,마일리지 서비스에 대해 설명해 주세요.,,P,
21,마일리지 서비스에 대해 설명해 주세요.,"손님에게 보상 성격으로 제공하는 일종의 보너스 포인트로 특히 항공사에서 자주 사용하고 있습니다. 일정 금액 이상을 결제하게 되면 주는 것으로, 평생 사용을 보장하는 경우가 많습니다.",F,
21,마일리지 서비스에 대해 설명해 주세요.,"마일리지는 거리 당 단위로 사용할 수 있으며, 특히나 적립 카드의 혜택이 좋은 경우가 있습니다. 하지만 마일리지를 모아 별개로 인출하는 것만 사용가능하며, 할인 등 업그레이드에는 불가능합니다",F,
21,마일리지 서비스에 대해 설명해 주세요.,"마일리지를 모으는 방법을 여러가지가 있으나, 항공사 홈페이지에서 운영하는 다른 방식으로 적립할수 있습니다. 이때 모은 마일리지는 타인에게 자유롭게 판매가 가능하도록 운영되고 있습니다.",F,
21,이벤트의 개념에 대해 설명해 주세요.,"이벤트란 ‘주어진 기간 동안 정해진 장소에서 사람을 모이게 하여 사회문화적 경험을 제공하는 의식으로서 긍정적인 참여를 위해 비일상적으로 특별히 계획된 활동’이라고 정의합니다. 이벤트는 그저 존재하는 것이 아니라 다른 무언가 발생하는 사건, 구경거리, 특별한 활동, 즉 이슈가 발생하는 것입니다.",P,이벤트의 비일상적 특징에 대해 설명해 주세요.
21,이벤트의 개념에 대해 설명해 주세요.,일본 이벤트 프로듀서 협회는 이벤트란 ‘목적을 가지고 특정한 기간에 특정한 장소에서 대상으로 하는 모든 사람들에게 개별적이고 직접적인 자극을 체험시키는 매체’로 합니다. 국·내외학자들의 정의를 종합하면 이벤트란 ‘주최자가 긍정적인 목적을 달성하기 위하여 계획한 내용을 참여자가 비일상적으로 함께 향유하는 활동’이라고 정의합니다.,P,이벤트의 주최자와 참여자에 대해 설명해 주세요.
21,이벤트의 개념에 대해 설명해 주세요.,,P,
21,이벤트의 개념에 대해 설명해 주세요.,"이벤트란 특정한 기간동안 추가로 혜택을 주는 것을 의미하며, 일반적으로는 금액 할인이 가장 대표적입니다. 하지만 고객 입장에서는 이벤트가 단발성에 그치는 경우가 많아 부정적인 의견이 지배적입니다",F,
21,이벤트의 개념에 대해 설명해 주세요.,"이벤트를 기획하기 위해서는 다양한 요소들을 고려해야하지만, 그 중에서 가장 중요한 것은 회사 대표의 의중입니다. 고객의 생각보다는 기획자 위주의 이벤트가 더욱더 성공할 가능성이 높습니다.",F,
21,이벤트의 개념에 대해 설명해 주세요.,"가장 대표적인 이벤트로는 사은품 제공이 있습니다. 고객의 개인정보 등을 받아 이벤트에 참여하게 되는데, 이 때 이벤트로 제공되는 상품은 완전한 면세대상으로 제세공과금은 0%입니다.",F,
21,관광 행동의 개념에 대해 설명해 주세요.,"관광학에서는 관광행동을 하는 사람을 관광자라고 부르며 특히 관광자가 체험하는 관광이 관광기업에 의해 제공된 관광상품을 구매하고 소비할 때 우리는 관광객이라고 부릅니다. 소비자행동은 소비자가 자신들의 욕구를 충족시킬 것으로 기대하는 제품이나 서비스를 탐색, 구매, 사용, 평가, 처분하는 과정이라고 정의내릴 수 있습니다.",P,관광자와 관광상품의 관계를 설명해 주세요.
21,관광 행동의 개념에 대해 설명해 주세요.,"관광은 즐거움을 위해서 본인이 살고 있는 삶의 터전을 잠시 떠나서 새로운 곳을 방문하는 행동입니다. 또한 관광은 보다 폭넓은 유사개념인 여행과 같이 쓰이면서 가족, 친지를 만나는 여행과 비즈니스와 동반하여 이루어지는 비즈니스여행을 포함하기도 합니다. 즉 관광은 다양한 욕구를 통해서 이루어지는 것입니다.",P,친지를 만나는 여행에 대해 설명해 주세요.
21,관광 행동의 개념에 대해 설명해 주세요.,,P,
21,관광 행동의 개념에 대해 설명해 주세요.,"관광지에 관련된 모든 행동을 관광 행동이라 칭합니다. 가장 대표적인 관광 행동으로는 쇼핑이 있지만, 가이드가 안내하는 쇼핑이 가장 대표적이고, 일반적으로 관광객 개별 쇼핑은 금지되어 있습니다.",F,
21,관광 행동의 개념에 대해 설명해 주세요.,"관광 행동의 대표 사례로는 체험형 관광이 있습니다. 관광객들이 자유롭게 관광지에서 활동하고 문화 생활을 책임지는 것으로, 모든 안전 상의 책임은 관광객에게 있으며 가이드에게는 어떠한 주의의무도 없습니다.",F,
21,관광 행동의 개념에 대해 설명해 주세요.,"관광 행동을 하기 위해서는 가장 먼저 관광 사이트에 회원가입을 해야합니다. 가장 대표적인 한국의 관광 행동에는 한복 체험, 김치 만들기 등이 있으나, 기존에 예약을 하지 않은 외국인은 이용할 수 없습니다",F,
